***************************************************************
Quartus is a registered trademark of Intel Corporation in the
US and other countries.  Portions of the Quartus Prime software
code, and other portions of the code included in this download
or on this DVD, are licensed to Intel Corporation and are the
copyrighted property of third parties. For license details,
refer to the End User License Agreement at
http://fpgasoftware.intel.com/eula.
***************************************************************

2023.03.08.08:34:12 Info: Doing: qsys-script --pro --quartus-project=none --cmd=source /tmp/arc_694086162/alt9424_4077773134413491667.dir/0100_hbm_0_gen/params.tcl --script=/nfs/site/disks/swbld_archive_3/acds/22.4/94/linux64/quartus/../ip/altera/hbm/ip_top/ex_design/make_qsys.tcl
2023.03.08.08:34:17 Info: create_system 
2023.03.08.08:34:17 Info: set_project_property DEVICE_FAMILY Stratix 10
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_3_SLAVE_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_3_SLAVE_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_3_SLAVE_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design TG_CFG_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 TG_CFG_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 TG_CFG_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_HBM_TDQSQ_MAX_PS 105
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_HBM_TDQSQ_MAX_PS 105
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_HBM_TDQSQ_MAX_PS 105
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TR_ORDER true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TR_ORDER true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TR_ORDER true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_MECC_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_MECC_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_MECC_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_ADDR_SCR NONE
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_ADDR_SCR NONE
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_ADDR_SCR NONE
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_F2C_TEMP 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_F2C_TEMP 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_F2C_TEMP 3
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PC0_RDIE_ON 9
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PC0_RDIE_ON 9
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PC0_RDIE_ON 9
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_3_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_3_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_3_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_1_SLAVE_HONOR_REQ 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_1_SLAVE_HONOR_REQ 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_1_SLAVE_HONOR_REQ 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RFSH_ALL_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RFSH_ALL_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RFSH_ALL_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TST_PC_SEL false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TST_PC_SEL false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TST_PC_SEL false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_PLACE_BACKPRESSURE_REGS true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_PLACE_BACKPRESSURE_REGS true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_PLACE_BACKPRESSURE_REGS true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_COMPENSATION_MODE direct
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_COMPENSATION_MODE direct
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_COMPENSATION_MODE direct
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PLL_NUM_OF_EXTRA_CLKS 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PLL_NUM_OF_EXTRA_CLKS 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PLL_NUM_OF_EXTRA_CLKS 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design DIAG_ENABLE_JTAG_UART_HEX false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 DIAG_ENABLE_JTAG_UART_HEX false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 DIAG_ENABLE_JTAG_UART_HEX false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RMPTRENDLY04 5
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RMPTRENDLY04 5
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RMPTRENDLY04 5
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RMPTRENDLY03 4
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RMPTRENDLY03 4
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RMPTRENDLY03 4
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RMPTRENDLY02 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RMPTRENDLY02 3
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RMPTRENDLY02 3
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RMPTRENDLY01 2
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RMPTRENDLY01 2
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RMPTRENDLY01 2
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RMPTRENDLY00 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RMPTRENDLY00 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RMPTRENDLY00 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TST_TIME_OUT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TST_TIME_OUT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TST_TIME_OUT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PC1_CMD2DATAOE 4
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PC1_CMD2DATAOE 4
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PC1_CMD2DATAOE 4
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_3_SLAVE_HONOR_REQ 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_3_SLAVE_HONOR_REQ 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_3_SLAVE_HONOR_REQ 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RFSH_POST_LOWER_LIMIT 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RFSH_POST_LOWER_LIMIT 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RFSH_POST_LOWER_LIMIT 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_SRAM_SLVERR_DIS false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_SRAM_SLVERR_DIS false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_SRAM_SLVERR_DIS false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TEMP000_OFF_TIME 255
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TEMP000_OFF_TIME 255
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TEMP000_OFF_TIME 255
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_0_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_0_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_0_MASTER_2_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_CB_BVALID_GATE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_CB_BVALID_GATE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_CB_BVALID_GATE_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TEMP_FILTER_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TEMP_FILTER_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TEMP_FILTER_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_CORECLK_PROG_DELAY2 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_CORECLK_PROG_DELAY2 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_CORECLK_PROG_DELAY2 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_CORECLK_PROG_DELAY1 8191
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_CORECLK_PROG_DELAY1 8191
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_CORECLK_PROG_DELAY1 8191
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PC1_MAJOR_MODE_UPDATE_CNT false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PC1_MAJOR_MODE_UPDATE_CNT false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PC1_MAJOR_MODE_UPDATE_CNT false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design DIAG_HBMC_TEST_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 DIAG_HBMC_TEST_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 DIAG_HBMC_TEST_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_SCR_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_SCR_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_SCR_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_AXI_SWITCH_1_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_AXI_SWITCH_1_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_AXI_SWITCH_1_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design INTERNAL_TESTING_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 INTERNAL_TESTING_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 INTERNAL_TESTING_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PSEUDO_BL8_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PSEUDO_BL8_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PSEUDO_BL8_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_HBM_TRREFD 7
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_HBM_TRREFD 7
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_HBM_TRREFD 7
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_ATI_SBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_ATI_SBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_ATI_SBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_2_SLAVE_0_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_2_SLAVE_0_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_2_SLAVE_0_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TEMP100_OFF_TIME 255
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TEMP100_OFF_TIME 255
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TEMP100_OFF_TIME 255
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_AXI_SWITCH_LOGICLOCK false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_AXI_SWITCH_LOGICLOCK false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_AXI_SWITCH_LOGICLOCK false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_3_SLAVE_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_3_SLAVE_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_3_SLAVE_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_WR_DM_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_WR_DM_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_WR_DM_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_MMR_SBOWN_REQ false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_MMR_SBOWN_REQ false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_MMR_SBOWN_REQ false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_TEMP_THROTTLE_THRESHOLD 85
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_TEMP_THROTTLE_THRESHOLD 85
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_TEMP_THROTTLE_THRESHOLD 85
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PC0_SRAM_INJS false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PC0_SRAM_INJS false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PC0_SRAM_INJS false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_HBM_TDQSCK_MAX_PS 3500
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_HBM_TDQSCK_MAX_PS 3500
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_HBM_TDQSCK_MAX_PS 3500
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PC0_SRAM_INJD false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PC0_SRAM_INJD false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PC0_SRAM_INJD false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_SW_3_MASTER_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 PHY_SW_3_MASTER_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 PHY_SW_3_MASTER_1_SHARE_COUNT 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_PC1_MAJOR_MODE_UPDATE_CFG false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_PC1_MAJOR_MODE_UPDATE_CFG false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_PC1_MAJOR_MODE_UPDATE_CFG false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_CB_RD_ROW_ARB_PRIORITY_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_CB_RD_ROW_ARB_PRIORITY_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_CB_RD_ROW_ARB_PRIORITY_EN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_TEMP010_THROTTLE_RATIO 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_TEMP010_THROTTLE_RATIO 0
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_TEMP010_THROTTLE_RATIO 0
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_SRAM_SERRINTEN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_SRAM_SERRINTEN true
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_SRAM_SERRINTEN true
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_TEMP001_RFSH_PERIOD 3118
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_TEMP001_RFSH_PERIOD 3118
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_TEMP001_RFSH_PERIOD 3118
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design PHY_CH1_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC0_ATA_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC0_ATA_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC0_ATA_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_HBMC_PC1_ATI_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_HBMC_PC1_ATI_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_HBMC_PC1_ATI_DBG 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design ASIC_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 ASIC_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 ASIC_MODE false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_RID_DEPENDENCY_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_RID_DEPENDENCY_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_RID_DEPENDENCY_EN false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_DWORD_LPBKSEL false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_DWORD_LPBKSEL false
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_DWORD_LPBKSEL false
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design HARD_CTRL_CH0_CFG_TEMP100_NO_OF_RFSH_BEFORE_SELF_RFSH 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_0 HARD_CTRL_CH0_CFG_TEMP100_NO_OF_RFSH_BEFORE_SELF_RFSH 1
2023.03.08.08:34:26 Info: set_instance_parameter_value tg0_1 HARD_CTRL_CH0_CFG_TEMP100_NO_OF_RFSH_BEFORE_SELF_RFSH 1
2023.03.08.08:34:26 Info: set_instance_parameter_value hbm_0_example_design CTRL_CH0_INTERFACE Avalon-MM
